27.89272536,29.82383546,25.46039840,39.77264861,3.91097191,4.41195827,55.94662849,77.11292971,48.75428359,88.92886261,82.49254540,41.97422016,112.04449054,73.48641581,36.53522010,1
24.64225445,29.82760968,40.57156896,42.22200547,9.79938575,3.40809976,48.81360622,79.22784928,43.83787657,81.62979860,85.09022081,42.70029696,101.49995212,74.84355781,39.20083663,1
24.41993468,29.32338956,39.57657502,39.18216122,7.14756363,2.81971284,52.16505833,78.86523178,44.47669720,84.97447640,84.05669767,42.17825430,106.15884232,74.51361138,35.71649098,1
24.51806687,30.29514348,33.95362637,39.82519321,8.33856257,2.90378349,51.30209255,77.75145573,42.23263491,83.47885345,82.02185961,41.79645529,102.76865316,72.80777744,36.22312575,1
23.76739642,29.15019640,42.16208143,40.27296140,7.83735948,2.79201748,50.62048353,82.42870381,42.72828071,84.52482769,85.69984234,38.86324332,105.80936450,77.15188801,31.82631149,1
24.08246599,29.83124140,41.74256540,41.55737406,7.95918865,3.18829307,49.20012160,81.09225684,42.06807805,83.28500940,83.48799553,40.75317369,103.59552512,74.82729036,33.69370573,1
24.14733296,29.35873101,42.79536586,40.82518286,6.95268366,3.05708109,52.90795571,78.77157191,44.03658797,86.80726679,82.26534087,41.44644249,107.33074330,74.57112898,34.01387065,1
25.01407802,30.06117138,33.47865047,41.62075968,8.96725875,3.46523007,51.57245728,79.71245331,42.96031636,84.11151076,83.65047742,41.51433675,103.54785023,75.58033316,35.89488958,1
24.80622466,27.92298925,37.69329517,40.17672750,7.04463397,2.56912655,49.96833371,83.99117570,42.75052977,84.46868405,87.88918543,37.39753544,105.80921958,79.27241315,31.06132104,1
24.51746645,29.94140569,35.18822380,40.58924450,8.29581014,2.37480349,49.25355534,82.03908407,43.18933998,83.36756165,86.56806831,40.25647217,103.80644475,77.59511650,34.45612401,1
24.34619818,30.43164727,37.20777445,38.70020617,8.31643580,2.44224322,49.10093055,83.60469842,44.73521141,83.91866187,87.98145545,40.50380944,104.80577032,80.29203622,34.23213974,1
24.54500757,30.29635489,30.66184346,40.09371212,8.19817939,2.74354684,50.72161124,79.95143518,43.82945397,84.20977675,84.66511357,40.59420294,104.13549870,76.09076671,35.03598657,1
25.00362603,30.55745252,33.22977998,38.52939304,7.68616214,2.89270778,48.66376621,85.59982680,45.62701765,83.02479546,90.21076169,39.59798198,104.71279624,81.78194966,34.08717863,1
24.68885669,30.73194778,32.88986218,40.00322078,8.52946063,1.69365579,48.25990723,83.14802688,44.41200879,82.65317736,86.30786948,40.89243256,104.55224310,76.27292302,34.42734533,1
24.79628163,30.21113803,36.73906220,40.93702991,7.43682444,2.30332038,47.65405887,84.74019249,43.37005556,82.68432792,88.44427495,38.60627716,104.29332611,80.04752281,32.57350226,1
24.36970540,32.36776639,34.40599919,39.26199772,8.38489356,2.11038522,45.76151489,84.12032181,45.16922108,81.02448587,87.68207847,41.47158082,102.74552034,79.82412208,34.37175948,1
24.81458095,30.21006705,36.23980238,40.35230374,6.96414566,2.47306003,46.80530309,82.66865786,43.35164702,81.46624580,86.62490903,39.96949115,102.71102104,78.86186818,32.82380485,1
24.75193319,30.03416507,38.36846052,40.53500741,9.52187224,1.97074845,44.46637108,83.93051856,39.94985892,80.92640063,87.36512687,39.03244660,101.90500006,78.72374856,32.85399847,1
24.59126625,30.58646689,36.91664684,39.69198146,7.67712610,2.49592492,45.22126171,85.65358552,43.57566422,81.91935041,88.03481399,39.30461781,104.75728710,77.91659309,32.95944784,1
24.67026797,30.20235533,35.17032632,39.23070641,8.20604473,2.09677809,44.71222942,84.34222525,43.11156093,81.02022584,86.40544978,40.73320490,103.51834696,76.26642761,34.08601070,1
24.57872314,30.17105106,38.04723508,39.10221773,7.12027916,2.79220251,49.57004818,85.65335750,42.75913226,85.10362718,87.31137155,37.60742813,107.92397400,76.55154326,30.61877018,1
24.85660262,30.25958698,38.28946284,39.92618686,7.63573631,2.53579704,46.40538511,83.57343170,42.88669759,82.97817086,85.62078634,40.29581975,105.72193018,75.56111032,33.46956596,1
24.80145441,30.57212031,37.10013519,40.10203370,7.44191314,2.76624934,47.26716710,82.70670178,43.66644630,83.57318472,84.84121543,40.93267104,106.92110250,73.98875105,33.91084593,1
24.88166524,30.87091352,35.90312378,38.73918392,8.56268996,2.53511355,47.59236947,81.78473443,43.64716820,83.29526737,84.32700720,41.88970924,105.96281241,74.58426090,34.73706743,1
24.69299067,29.90475411,35.16470198,39.64583576,7.44202270,2.25445481,47.24123164,82.44930340,42.87254237,83.53900466,84.32032465,40.50136703,106.70216882,73.45768708,33.49522516,1
25.05384787,30.48840947,33.49201880,38.53201987,8.85957044,2.37755492,47.60254310,80.56428081,43.40526567,83.76143952,82.36083366,42.18235713,106.24336408,73.02528033,33.93339680,1
25.08704961,30.73441900,32.51891273,40.24524416,7.67253647,2.77862326,50.94570128,79.75039492,43.01748773,85.82164633,82.05381425,41.21281776,108.00738109,71.40939833,33.30950170,1
24.79473886,29.87096401,36.63880855,39.79604912,7.85258331,2.70182642,51.14515685,78.38493460,42.82804037,85.94248136,81.72580983,40.96473680,107.19584105,70.19111117,32.91328925,1
24.45340921,30.77795632,37.90180019,41.48543598,7.76524119,3.16932674,49.14882763,78.94505664,42.38902450,84.14505526,81.25705292,41.64676375,104.50189318,70.74062480,33.29430427,1
24.76166414,30.80669164,36.49885697,40.79734149,8.34491303,3.44951387,50.79272100,76.45413484,42.61442613,85.03026219,79.94101152,42.74502543,105.41914653,69.62845829,34.79837519,1
24.74105251,30.14996171,39.67265674,39.40436223,7.35647876,3.16616879,50.80347701,79.98412408,43.09065306,85.71445691,83.42038918,40.64437420,107.12782336,74.02144486,34.02814113,1
24.68039185,30.33007922,37.01800195,39.05854512,7.89139596,2.69344024,50.39192601,81.70420354,42.45494409,85.78260124,83.85170554,40.34257632,106.88979038,74.42432151,34.43185459,1
24.46015835,28.78473775,41.59841136,37.72592180,7.38623129,2.51537652,51.43704067,83.73358713,43.85491368,85.84553146,87.02097071,37.55777745,106.96055879,76.86716525,32.38527553,1
24.81502040,29.75740241,38.20405919,40.48516579,7.60556181,3.38554072,51.36182665,80.58726323,43.01558004,85.80094777,83.07608659,40.90266410,106.16778665,74.62392508,35.01048297,1
24.47969649,29.87641047,39.81601505,39.56212310,7.46730972,3.59078487,52.35872139,79.43310297,42.08568440,87.06578806,81.60044488,40.44207871,108.22435023,70.90745494,34.81148301,1
